Sequence§Svd_0§Svd_1§Svd_2§Svd_3§Svd_4
SEQ_040§0.23773931448275648§-0.12983878853933084§0.11202529537030363§0.11092868738538339§-0.17148788182549007
SEQ_041§0.3910437614870002§0.1726292110230307§-0.21222999221510738§0.03400832305219073§0.13916643176199125
SEQ_042§0.3787132955323157§0.04059590270514119§0.0853932580020146§0.1997225259859071§0.13063632648544715
SEQ_043§0.3374517947370374§-0.018560214553745777§0.1989425386558594§-0.05029622863826586§-0.07751070059171525
SEQ_044§0.30590899715324166§0.054730453944413865§0.1465163518272437§-0.037676914065511845§0.022830442822584864
SEQ_045§0.273178500378673§-0.05574598884542034§-0.06201667717657425§-0.0845113719351986§0.16264098176704428
SEQ_046§0.17142533694625126§0.04503655107006628§0.03900751807766774§-0.0373220350703959§0.00753904210344411
SEQ_047§0.23613281192449764§0.0349895652846726§0.11069703961461407§-0.09953727186799384§-0.12725163847686702
SEQ_048§0.2508404099169089§0.17153073175539854§-0.16693943996334512§0.03099063608260563§0.0391838097648832
SEQ_049§0.22941522642224454§0.06876944798862816§-0.05827597159710491§0.005268515549202849§-0.0808348640972825
SEQ_050§0.19994879852216657§0.0666350664086023§-0.013338722327839506§-0.034548610686928355§-0.11574291558074978
SEQ_051§0.23822193930352106§0.045845516410151665§0.028400576075028692§0.09920041576577225§-0.12440489602159917
SEQ_052§0.21719691406412062§-0.07242282982906799§0.08649030080452459§-0.0726831535924304§0.0037498327427888524
SEQ_053§0.1845077575874562§0.011565928979502815§-0.07965969752038399§-0.08102128145793572§-0.06338469955762902
SEQ_054§0.30712240484864756§-0.12927153970001906§0.09304169072971451§-0.020751740495121827§0.13488627584331647
SEQ_055§0.338328956871596§0.03447864400976513§0.005331918795281901§0.01917917855850736§0.23191315891681658
SEQ_056§0.10512069631535242§-0.011043102213288478§0.05779725695844187§-0.02710632642209835§-0.01714779320079615
SEQ_057§0.18056641554118918§0.12053589444033873§-0.07425707910177545§-0.12035779178064115§0.008935964862990689
SEQ_058§0.20822034232515912§0.10910768143599106§0.024794103777750855§-0.022419710405403588§-0.0015799378733817992
SEQ_059§0.274147872203758§-0.11177138123376233§0.07216013811714993§-0.10305522040938635§0.05297966807345706
SEQ_060§0.2995513617703259§0.13937360954966585§-0.07606909439449994§-0.028257309888567842§0.08733108626352341
SEQ_061§0.21592495906669523§-0.10236850993107695§0.047969532371236384§-0.060031027953296984§0.018994796157899955
SEQ_062§0.3227243342102217§-0.037715293262573286§0.2504587458054641§-0.11874428186523736§-0.0759754410726648
SEQ_063§0.4361194696545663§0.09712599537963554§-0.05011147810718779§0.09723475771468768§-0.008266477119326113
SEQ_064§0.22815953682873824§-0.03328736486930378§0.005477319185474401§0.007307212326612327§0.07610226857676486
SEQ_065§0.10978736499147183§-0.09148715777274444§-0.14534066493268855§-0.17438674580835148§0.028398301015041875
SEQ_066§0.09346513635998172§-0.2228433037044502§-0.10743207906315025§-0.10279580987198728§-0.052101818341800964
SEQ_067§0.352582769915718§0.015718505892918153§0.08789524459474764§-0.023501620172934383§0.18129814761697993
SEQ_068§0.26805540264766875§-0.20472176069968742§-0.2884110779810592§-0.1588903892352713§0.0850357174492224
SEQ_069§0.24848780384258065§-0.2226666438294891§-0.13090823781593433§0.08930951118569946§-0.1337968265544588
SEQ_070§0.24703196791351212§-0.0006913952132978069§-0.05801216707411451§0.07394841501124662§0.04114724584535449
SEQ_071§0.29672245087588806§-0.012905358306634866§0.12689677529898238§0.04863030888332314§0.039373713518260106
SEQ_072§0.22133053899149804§-0.03521034559607965§-0.12073519381961408§-0.10894445652628237§0.030682659089711257
SEQ_073§0.3059904529614393§-0.0014054770241324834§-0.01600563831840295§0.02452955123320193§-0.0021514650171736926
SEQ_074§0.24437871863974006§0.20325981468025914§-0.13733857151887768§-0.1617010683767028§-0.009327691658678451
SEQ_075§0.1611223677787276§-0.032518347620001144§0.021065565334504453§-0.03516615473046604§-0.02680596415587724
SEQ_076§0.3085734906022996§-0.07589328695594257§0.046863275775659616§-0.032109283756643084§0.008845560211139141
SEQ_077§0.24805788151248903§-0.19459764719407863§-0.07663555527439815§0.044338079433112576§-0.19106185344188134
SEQ_078§0.2800349045878472§-0.23558897986049665§-0.14750421314034667§-0.14741541028941768§0.1431456035686347
SEQ_079§0.28289695923004154§-0.1180201189750069§0.02121279616019496§0.000600195466324291§0.00963819751762636
SEQ_080§0.09475095240659846§-0.014432610011687916§-0.002513385084913803§-0.07849554535663716§0.04598173536758055
SEQ_081§0.2876723390912393§0.14851331134576629§-0.08431794226441088§0.025473345309225376§-0.09342001103213075
SEQ_082§0.28442939559126273§0.12522212358834858§-0.05864946215433368§-0.09381709643427613§-0.09404274677141157
SEQ_083§0.3152504811781359§0.09783729972362247§-0.05059583049309183§-0.0797230971742331§-0.0667608905854825
SEQ_084§0.2887794448155266§-0.014436135334986028§0.01571040972299066§0.21432949709820567§0.2246540171565194
SEQ_085§0.22988239665790994§-0.10009078874973626§-0.05455866277531438§0.04860658229786989§-0.1705659483525086
SEQ_086§0.19605831752755873§-0.17995005948297327§-0.18345112124052668§-0.10829481498044707§-0.102202209540698
SEQ_087§0.18052243675797533§-0.11664949442778907§-0.06532354332670501§-0.05208812924882629§0.07251139417280414
SEQ_088§0.16536898878073492§0.03138784257054355§-0.03815720984767064§-0.11203209338176782§-0.13146201346940484
SEQ_089§0.1300514100780916§-0.16043550208740817§-0.08478006183265396§-0.0907529569545064§-0.0182436471015718
SEQ_090§0.29289378285352385§-0.04440600295112102§0.17507228148426124§-0.009755032374851999§-0.07459774701927742
SEQ_091§0.21529869688290704§0.09886235004261001§-0.05145927035561221§-0.037325551460672034§-0.01697558384731192
SEQ_092§0.29928354395614404§0.14765823450625887§-0.06817028527481878§0.000922247579514403§-0.02142021336180704
SEQ_093§0.29478732635328764§-0.03669991767889995§0.0866182471402827§0.09093429515576765§0.08183289989741463
SEQ_094§0.17419978270106673§-0.02232484204334792§0.13193709181885113§0.013254856639334843§-0.09398465877844939
SEQ_095§0.1665935148757557§-0.14387509328619358§-0.1470489840564004§-0.18030146121808244§-0.00991993285093465
SEQ_096§0.2437619981396295§-0.05770277483213845§-0.023320934860941635§0.025794426981874133§0.046044400863712656
SEQ_097§0.3279096934831808§-0.0034341916384065577§0.05994530315427954§0.19293713424170927§0.055224505908008176
SEQ_098§0.19427722303024003§-0.051268365845969485§-0.09544854103170074§0.08664086042618856§-0.16231439752887034
SEQ_099§0.21381978149730071§-0.08222954383811297§0.10469209065877717§-0.05390343958476804§-0.052365752221814194
SEQ_100§0.4004525206321654§-0.0544221751399634§0.2346416186259395§-0.11540607645977885§0.24303272510918802
SEQ_101§0.265980275244175§0.03587821772579018§0.0217778790240273§-0.004971552447995562§-0.10038365587373077
SEQ_102§0.2734860094994087§-0.049979072745206354§-0.08864512852762736§0.11108438882649088§0.015075328997198037
SEQ_103§0.2352007471516487§0.011272966180454683§-0.04292376172462643§-0.07936436312110105§-0.021532461321465433
SEQ_104§0.17419981740399207§-0.0005789703296339222§0.027915087977838763§-0.12846887980073696§-0.06976190668990098
SEQ_105§0.3224537064016266§0.08133367984827242§0.29835737451908645§-0.10797724430116705§-0.08288194840473294
SEQ_106§0.20095644267222332§-0.017291009141443853§0.07716420311591032§-0.09296539566477559§-0.018099047865799765
SEQ_107§0.34904355662293096§-0.03839403594702002§0.20195676350593336§-0.08097660490119267§0.06685036983889188
SEQ_108§0.28195987093044206§0.07581996231239856§-0.050022940219866543§0.07185898529309777§0.03792187884062114
SEQ_109§0.28338626749305684§-0.10292723748079881§0.03971677444941314§0.05658412251675286§0.2982066850479716
SEQ_110§0.2612196201805616§0.02983075620348191§0.10858235907713124§-0.09260243571834971§-0.13892377584292412
SEQ_111§0.2601062069323412§-0.042780653054796704§0.05556774832750076§0.17885317257765176§-0.06049304704583322
SEQ_112§0.3061653255365862§0.012550702382456771§0.2442375324278589§-0.17618804321409823§0.0004067376141968658
SEQ_113§0.19554554496673132§0.04297529964856727§-0.12605938806605166§0.052030225134622445§-0.04500204704994036
SEQ_114§0.11784998920213377§-0.1643093143830508§-0.07845203296037191§0.05412870454252536§-0.18204305488092065
SEQ_115§0.16227741990507774§-0.08076513675362704§0.03557240933165287§0.02068213529593517§-0.008134081356815988
SEQ_116§0.3394265048768968§-0.10623405772284321§0.020426647264992017§0.22801872861370284§-0.16885258755001603
SEQ_117§0.14247357850573006§-0.03645334371366115§-0.02450011472208944§0.1363313078497957§-0.09653499877707178
SEQ_118§0.2834927329332475§-0.07108683443728846§0.06771965258127745§-0.01915456888891995§0.22388343754488207
SEQ_119§0.11429527132217686§-0.06491474657850395§0.07883469841833432§-0.06909564786776605§-0.07684772091910343
SEQ_120§0.24407289420784867§-0.1362690513873469§-0.12134571126046423§0.057281115393307984§-0.11003727980954911
SEQ_121§0.29842404102701664§0.08291607210729926§0.03905948655145814§0.046493738785031505§-0.0390354770831769
SEQ_122§0.3466601537466091§0.04336216074997272§0.17021228960647555§-0.16504804552298788§-0.10453967627568798
SEQ_123§0.4308693834759137§-0.04683461728256871§0.16605645843855843§0.06996761690226307§-0.21495708204401892
SEQ_124§0.21485642941785854§-0.02514736824632928§0.09703344865244327§0.045524394605832214§-0.028502961290014815
SEQ_125§0.310563666045884§0.22424277627318762§-0.10360089202024156§0.008035011255012842§-0.0018937077568425078
SEQ_126§0.2589484748480113§0.08716964435039387§-0.005749501878329235§0.014341350609429291§-0.13889217241927548
SEQ_127§0.18275506985346002§0.005555631736810232§0.030446872810777167§-0.14154656582473243§0.02991900700674405
SEQ_128§0.09583531632727268§-0.11871657246639972§-0.045518565428605814§-0.024216473763425717§-0.06703966912575414
SEQ_129§0.24628242833618477§0.00021190745330661637§0.044361365476743776§-0.08648474873912916§0.1894108402348631
SEQ_130§0.15905442708600226§-0.06344781292630276§0.09103014358113064§-0.041769690547069034§0.05737398644462529
SEQ_131§0.1919132653839124§-0.026970913220262713§-0.0037585798001398374§0.052603971114888945§0.09424682067004754
SEQ_132§0.10239932493877804§-0.180205428442471§-0.086141485370689§0.0035289732826544354§-0.04816526762385882
SEQ_133§0.08895032925099874§-0.06756511388415658§-0.06679526570047746§0.041205392783063836§-0.14489585080162593
SEQ_134§0.38789743018310546§0.048288698146248865§0.24486219765215§-0.16905502479665097§-0.05562275955685071
SEQ_135§0.21756219093315235§0.1968281666673583§-0.07519322500871149§0.009611971323935776§-0.032413394103101754
SEQ_136§0.1893913446506539§0.14121441936935938§-0.05665701293966223§-0.11312837029542629§0.05503402962731734
SEQ_137§0.37081387812629507§-0.2460765677100286§-0.20825333626534417§-0.06099413120632104§0.07515200213799796
SEQ_138§0.4115834902542563§-0.08948854436328547§0.03560594627912222§0.10429067304989074§0.04796987218756901
SEQ_139§0.10564607207658648§0.01709817828201728§-0.030667290060379937§-0.05964462327261281§-0.08502817873407575
SEQ_140§0.23334358556488266§-0.021451541319020134§-0.022588650303259822§0.032643501229239195§-0.12007566439235161
SEQ_141§0.3057357514147814§0.0626515738422368§0.15856545282911358§-0.059762248471465294§-0.044074460153852454
SEQ_142§0.25762594430375024§0.057309036299027706§-0.0409462846478111§0.04647345009693243§-0.03941982619049425
SEQ_143§0.3148637763247948§-0.06208792727092697§0.12760952239366355§-0.03627853228886414§-0.07709808995148082
SEQ_144§0.24359422792430208§-0.0225163013060079§0.09551867638314297§-0.1011215600430643§-0.02596186687481116
SEQ_145§0.39351615540515145§-0.03238998990668822§0.17790432027563205§0.02515528271425448§0.13819430564342947
SEQ_146§0.2823643168168922§0.014161915593343278§0.00981901919533302§0.05623319031093243§0.2378205070813209
SEQ_147§0.17290074617501955§-0.13021512577053268§-0.06993622227857532§-0.05569984270508066§0.07876707177390026
SEQ_148§0.20161943988705952§-0.07042164088310779§0.07056654491073282§0.0663497327863472§-0.05612767566919145
SEQ_149§0.21482324496560698§0.04187191901653356§-0.054233365787338554§-0.08609661873525824§-0.05404671235564095
SEQ_150§0.326924290193945§-0.0023403313647270023§0.01994584547428163§0.31082579257843573§0.0012228579751230929
SEQ_151§0.2664356994114262§-0.19404498381451205§-0.020863046019126707§-0.03517727600729041§0.09502791515690369
SEQ_152§0.05317855202410829§-0.07487331590681641§-0.06526351376618647§-0.008545416255198862§-0.012151207025650602
SEQ_153§0.17796528751932417§-0.11972003090966216§-0.08737540931278177§0.03103991722021392§-0.05969557157398326
SEQ_154§0.09083100007451325§-0.09199690646388392§-0.11728622669029704§-0.12533644400158017§0.017569869754433427
SEQ_155§0.2982610423997665§-0.03877122515455704§0.08473976831378753§0.13681898946850088§-0.025870207296581328
SEQ_156§0.2245413179834448§0.012359516202006805§-0.02588759338344566§0.018123767403786132§-0.06521802800408869
SEQ_157§0.4184853317119548§0.018968950068650507§0.24493686101828815§-0.10339090617226944§-0.006395964489616515
SEQ_158§0.17762185404733627§-0.10219882439456021§0.05581890905811544§-0.1408650988685937§0.03727040686491971
SEQ_159§0.3970085890439129§0.15036592468891313§-0.16175928316346985§0.13321940138890465§0.16287299484821588
SEQ_160§0.12001629746024728§-0.11096060020072268§-0.061261718637079104§0.07563909828166693§-0.1922285894311476
SEQ_161§0.331930270095773§0.22001159145622975§0.05611747681449449§-0.17876362368060397§-0.09668859852345016
SEQ_162§0.12308904716711067§0.025652482418246685§-0.04564460583970614§-0.10242872903194566§0.0053522598167466354
SEQ_163§0.2591026373462593§-0.17863787666302808§0.03352760553028071§0.03694347351086118§0.22758937036932225
SEQ_164§0.5234497450188158§-0.014122877308972269§-0.10663868236005265§0.30020201393201723§-0.004855011094879577
SEQ_165§0.20144437616993838§-0.06739368511777817§-0.051240001656700083§-0.06445051400868672§-0.008958797339637429
SEQ_166§0.3589107460767193§-0.10221685925157802§0.06801296715336683§0.21779995938446803§-0.05565939704319439
SEQ_167§0.2535349167324094§-0.09118707636671028§0.033373410264996343§0.059009428316650944§-0.0210757546232558
SEQ_168§0.2812036425935717§0.013235890710311029§0.08471675926768026§-0.06194989633008165§0.06466747991520935
SEQ_169§0.20304737729563038§0.08911227430105467§0.00996711871906922§-0.005792529467216854§-0.07442576946912817
SEQ_170§0.24921805089182694§-0.02997591396036667§0.0037981697217953983§0.02819245501828073§0.1407370777788083
SEQ_171§0.13268820607504306§-0.10618899633277598§0.006922660856436979§0.020951424410645424§0.11741993195053342
SEQ_172§0.13741945696431912§-0.15613212694750084§-0.17006711221011514§-0.19352868199666626§0.09363219910337846
SEQ_173§0.22552836870725637§0.07352027458574928§0.04087722883866385§0.10126961254191087§-0.0736986748755417
SEQ_174§0.21850408337430752§-0.18439640468219656§-0.07111037477439679§0.04992731584434932§-0.07312150690360968
SEQ_175§0.21481846820350584§-0.00773257824433473§0.011538798842196494§-0.11465017789556137§-0.027669677658774292
SEQ_176§0.20679944087534732§0.014698893245976426§-0.01798385884571134§-0.014743822578954426§-0.018776657022672307
SEQ_177§0.284580364948881§0.012566603498283275§-0.05750692603084551§0.028871189867566916§-0.027648334833556755
SEQ_178§0.20457501712998338§0.12559980455495415§-0.008550183597271029§0.020790121571840996§-0.088233789475328
SEQ_179§0.2273316091141773§-0.13553169395786516§-0.13108482793943918§-0.08018117495045156§-0.05206889990323871
SEQ_180§0.2648848086762183§0.026933506000124178§0.16447959029557147§-0.04190329798225214§-0.08782646298090775
SEQ_181§0.22997264695404654§0.11497112704184406§-0.0948776813303578§-0.0135845560938384§0.03258256584882186
SEQ_182§0.18999603640818755§-0.06330402368864205§-0.0017610697898911734§-0.03486822741839101§-0.06931880216200192
SEQ_183§0.27626561053141246§-0.025197168720749268§0.1653638547440788§-0.052373104119255595§-0.06830463721248417
SEQ_184§0.24101119595338102§-0.1724883542699244§-0.08704062154059042§0.015508700581274765§-0.14081322179366684
SEQ_185§0.2447554264485666§-0.03587458169843765§-0.14672888109701354§0.07606948739058425§-0.013190072347138232
SEQ_186§0.3338541795522531§-0.016834360896715642§0.1410509805520611§-0.01256564249456401§0.006290115068077395
SEQ_187§0.2827669812850223§-0.03267902370790638§-0.07450369029926514§0.254525752877337§-0.10928654108309951
SEQ_188§0.30026435447363786§-0.13035034756232922§-0.04016906911680842§0.13879816965119532§-0.04531151669977524
SEQ_189§0.24041961261449482§-0.02739544296435592§0.06278167856259476§0.021272399189876372§0.162007509355751
SEQ_190§0.21026130021078654§-0.04176561971138486§-0.0030006597125119047§0.025204583611119814§-0.0467148320115019
SEQ_191§0.0912644530301293§-0.12082348697971025§-0.0025522245839238534§-0.06255722761350445§0.16064702517338172
SEQ_192§0.24730679247475268§-0.11614642405554393§-0.06776884254255922§-0.02494400535354534§0.04094240614284767
SEQ_193§0.18141391557007475§-0.03021638127630951§-0.03270857824873166§-0.07999039541182676§0.04013487534560621
SEQ_194§0.27182387468796837§-0.10103929588469514§0.010319735947165004§0.05010596659436638§0.07344485299835452
SEQ_195§0.3359668200091699§0.03268470379049984§0.16817460269630055§-0.1540924704026673§-0.1299640104209866
SEQ_196§0.29576551325496026§0.02707270103780624§-0.12197847986231747§0.05755267455050168§0.1361229494675927
SEQ_197§0.2513555739162337§-0.08220679669223771§0.08911412389127542§-0.07228048612923924§-0.012853633227580772
SEQ_198§0.3650804826567251§-0.05109794223625537§0.02244262832307819§0.17767289717294332§-0.041950979030675864
SEQ_199§0.28479399609958805§-0.062358130283705286§-0.007369328919528323§0.1329961119975511§-0.18106663996528316
SEQ_200§0.23921388652887693§-0.125756717170112§-0.06502386358014682§-0.020033975952990238§-0.050127012938208974
SEQ_201§0.19883132603114018§-0.1290734286271759§-0.16328078297723306§-0.11229947223702269§0.17870320249691593
SEQ_202§0.20334069003907623§-0.2479717941936755§-0.1324474578009124§0.03173745241942088§-0.1486061546642429
SEQ_203§0.2950652620054608§-0.055397041490542816§-0.11327407505044379§0.02877882305935234§-0.1664635512628699
SEQ_204§0.21501446109902483§0.0587672985064208§0.06659517494717607§-0.08750932985867291§-0.1317819136246996
SEQ_205§0.1937358674504202§-0.10124705620479871§0.03822836046049943§-0.03100364221840054§0.03621679079841274
SEQ_206§0.3027972956563456§0.09136770188069522§0.0070892540567146535§0.07531538418273209§-0.12519257941168319
SEQ_207§0.22665386859236764§-0.08987872793484285§-0.07803771227446428§0.07855269499856715§-0.1635112424882801
SEQ_208§0.28477060679038774§-0.09828382131590198§-0.04444121898748596§0.04993760818920429§0.04412665765132364
SEQ_209§0.2715571211777262§0.2066159503007325§-0.009186792006490732§-0.07253740821664112§-0.07815133896219487
SEQ_210§0.19693118629026451§-0.09918726639817212§-0.019400884791171094§0.03302244269885312§-0.06326554445635672
SEQ_211§0.2806489289833314§0.03303477762000985§0.059612172665558696§0.05028803211497141§-0.027046664499832614
SEQ_212§0.22247531137445767§0.14012887839084293§-0.04747455752088985§0.0394993864628188§0.03954996729801319
SEQ_213§0.1756033336713164§-0.18831247167709075§-0.09823493651032741§-0.14852733527446976§0.039024023659664016
SEQ_214§0.1264240073193282§0.07408552548229513§-0.05180210673208959§-0.04054763090254564§-0.026660236872884012
SEQ_215§0.19393870615089756§0.1077381486586857§-0.07654980788415269§0.06706064481098342§0.05737985217678015
SEQ_216§0.13917281926632427§-0.08827933563008554§-0.05284689328447254§-0.09182002647542821§0.02929623111251445
SEQ_217§0.3039037360145191§-0.03320111779913501§0.06159424531208784§0.18699425987906246§0.14844829220077688
SEQ_218§0.1266852204829538§-0.1411602056683816§-0.08270608226654179§0.12040290410631954§-0.18003969741189263
SEQ_219§0.5273708215981477§0.05340311728157255§-0.05868248770823961§-0.020087264822625225§0.20109043423423528
SEQ_220§0.2345207361955675§-0.15125210060960112§-0.09080314311674655§0.00787892890016391§-0.07031874163053216
SEQ_221§0.35446838206227793§-0.051232033062246815§0.058909910408600885§-0.04829210598075837§0.028667590212155793
SEQ_222§0.4095709947909266§0.02073911897105651§0.1874165167388293§-0.16532543136813263§0.054859717053739
SEQ_223§0.3361598821989642§0.016873298184395206§0.1993447195044151§0.07188829531714529§0.08844518747230971
SEQ_224§0.2628854114961319§-0.06844216381476755§-0.029218415494772138§0.05448508300291282§-7.901801151081427e-05
SEQ_225§0.2914792342461701§0.17688701255899084§-0.0814875696381895§0.01835863107560362§-0.014428202821122
SEQ_226§0.18102194991109952§-0.0247341657875223§0.15532802299288334§-0.09035244152774712§-0.004364115988709205
SEQ_227§0.30488659040726024§0.028831260531856733§0.029971909447618933§0.16918881356506255§0.031553067829216845
SEQ_228§0.28236288245604396§0.08936787531259194§0.07483477598666682§0.015996675461804624§0.0029113281632218166
SEQ_229§0.20797385169237845§0.1940713734409113§-0.13252197434849067§0.01610738267262744§-0.04731094613668946
SEQ_230§0.12328135944029953§-0.2294134247667357§-0.1388406780588114§-0.2404914522252266§0.025985045962161626
SEQ_231§0.23646236253761668§0.07877364374522183§-0.030638606706494594§-0.04190386746558777§0.16154689502739378
SEQ_232§0.21165225764974518§-0.1450137128743939§0.04980915199312934§0.1083927777669961§-0.03444535525817192
SEQ_233§0.2846708751677948§-0.02991732858168396§0.05475896801439877§-0.004425620437925466§0.2429156731027688
SEQ_234§0.23198916483221782§0.21955908882866523§-0.17375808375201665§-0.1236587443250988§-0.014000880080551791
SEQ_235§0.3484938600498937§-0.10281578114409448§0.01703133265350623§0.15046503300892775§0.0239599343858604
SEQ_236§0.2030210764098709§-0.06307729992720666§-0.02052534890818916§0.055863771838569096§0.08656689233955764
SEQ_237§0.16273070736329479§0.18174026518655834§-0.11408339874419203§-0.04946706881598287§-0.0351984150435966
SEQ_238§0.24153387244810712§0.1123136143036683§-0.09638099354913326§-0.07406693282877616§-0.08718054257666943
SEQ_239§0.24738456431654265§-0.05517491274126015§-0.058928666054080654§-0.04986084524714339§-0.1440204650373057
SEQ_240§0.43601794575157066§0.1526172424193136§-0.0540714294628095§-0.02389919696202736§0.02080219785843232
SEQ_241§0.3901120223628701§0.04624574875828144§-0.05476118537618962§-0.10845444802279063§0.058434843682791913
SEQ_242§0.2811923474052505§-0.023702629821724143§0.21435767159233984§-0.11045977610534653§0.022935934371373305
SEQ_243§0.17437896207416664§-0.14896637650996528§-0.052977533934240505§-0.07637130284526403§-0.1165661282963408
SEQ_244§0.26011338708060133§-0.10425638016171582§0.18632058234556§-0.044141685726476816§0.032405456198803195
SEQ_245§0.15080849495953969§-0.0017166477156143082§-0.010280417652907133§-0.08480239994009701§-0.038376455875721825
SEQ_246§0.17983288931266078§0.01905720662037837§-0.0021225918892400068§0.08818055921350752§-0.10835484034874382
SEQ_247§0.08915298918757754§-0.04669821200314394§-0.037204081548723594§-0.05022550144436527§0.0002763788517417199
SEQ_248§0.25015295892974854§0.02848622230766455§-0.05806842514820045§0.0011193585516353004§0.03065434589402777
SEQ_249§0.2740353606598654§-0.0191030791376241§0.12622151793589356§0.022316827004866657§0.09315447201504716
SEQ_250§0.2587207417841961§-0.07436973601717008§0.02304714708291419§0.17669862989638355§0.08339724447933763
SEQ_251§0.21177763646280875§0.041897585964651665§0.12830547166063552§-0.1672053558053301§-0.03782645032448773
SEQ_252§0.21972806229437064§-0.055029430675447945§0.0062442943100346595§0.11503824664814834§-0.06062789332188967
SEQ_253§0.2756622871832068§0.033006591294313145§-0.08205037436218227§0.16970299487143678§0.07651412010834112
SEQ_254§0.2360182431501608§-0.16434884120233229§0.018783062616138352§-0.026764462444474633§0.036250603745403606
SEQ_255§0.1964836254194316§0.03297216745691115§-0.03185337577842243§-0.08095470419635194§0.006508788371981801
SEQ_256§0.15592393334062674§-0.08947327910846334§-0.0672854961114656§0.03608129795357155§-0.06593681512174944
