Sequence§Svd_0§Svd_1§Svd_2§Svd_3§Svd_4
SEQ_019§0.1925295673510477§-0.23009302985610272§-0.2020366740795856§-0.11547455950908932§-0.044712180506505605
SEQ_020§0.44663002847935446§0.022262159197882127§0.03056994150548411§0.1703277941330865§-0.08847918430721832
SEQ_021§0.10836423426987063§-0.09038546072818496§-0.15850017378573297§-0.10400411005192636§0.08099154414041516
SEQ_022§0.4106628332630461§-0.15133621374412057§-0.1520453066358506§-0.02234314563962314§0.09931987638019346
SEQ_023§0.2370687219248406§0.07528712903522199§-0.09822777252524277§0.007122274562785703§-0.06899276252179047
SEQ_024§0.2558508068926051§0.0031048565769359743§0.22253948900809076§-0.09120569385007316§0.0031180752461189417
SEQ_025§0.39912797145631634§0.010309440519931615§-0.03782755833266912§0.2784647378208712§-0.04554989008763519
SEQ_026§0.44566421460755135§-0.2142251818342038§-0.031740272211595366§-0.04858896185074435§-0.025027010613375075
SEQ_027§0.2218801713643944§0.17135955726901975§0.0020182056290631188§-0.09463918220821205§0.028164918734003272
SEQ_028§0.16504383229801906§0.022781775915552412§0.005245042016328991§0.038475028442340416§-0.06977828304984908
SEQ_029§0.3318971218573819§-0.12289414126877404§-0.1490526665895257§-0.11280480368652449§0.0017659784390873321
SEQ_030§0.22298834690174463§-0.08108134306807531§-0.08145689899817966§-0.04430951186755234§0.09768137740512543
SEQ_031§0.3271026613207124§0.051212263222642614§0.14349574384226857§0.0357553438458103§0.07004113233171835
SEQ_032§0.37390733595326453§-0.011847324786795194§0.06004619041953197§0.04519142326087234§0.14851832066565226
SEQ_033§0.2628885054362741§-0.1173689197754506§0.007645934497974086§-0.11761993326744566§0.1076067926998882
SEQ_034§0.2943678364230808§-0.062175106771311196§-0.1896739748557985§0.048872230100126854§0.005484765731105034
SEQ_035§0.3653558283757919§-0.011526070187935533§0.0506561955234995§0.26551973198088424§-0.026730494035877923
SEQ_036§0.2494067271845033§-0.003635312934064638§0.03778152387564609§0.005771711119577721§-0.09864992254735647
SEQ_037§0.279234638273799§0.0756563147392884§0.05216071647966722§-0.012551261494152147§-0.23870659837068972
SEQ_038§0.2855312829952399§-0.09723255954340673§-0.014724970973189776§-0.09899756456499974§0.010570645206399635
SEQ_039§0.3156711745901936§0.007773365555500499§0.0361888777306443§-0.024377361525254767§0.225399575554604
SEQ_040§0.23773905861364827§0.13463233414778003§0.1060310153972882§0.08843706509319633§-0.17962481797538427
SEQ_041§0.39104287449350583§-0.16037993979769768§-0.2150312164716836§0.005735474540204335§0.1303941433018372
SEQ_042§0.37871330216154536§-0.05169366060954548§0.09632191363517374§0.22941641281180744§0.14253890276674308
SEQ_043§0.33745085544888365§0.021728506058860446§0.1941484481288337§-0.08222224402715846§-0.07002567588407378
SEQ_044§0.3059090296396821§-0.05644478734814201§0.1502775162739283§-0.015131812046217453§0.02980057891196141
SEQ_045§0.27317858818281937§0.06040498760027949§-0.05878479014089746§-0.08762850025199241§0.1590298469934625
SEQ_046§0.17142475813576494§-0.04206919826780024§0.03329389631510461§-0.04820303431421509§-0.02225848301299436
SEQ_047§0.23613252259672765§-0.023916941300164342§0.10290902651083947§-0.112833383236857§-0.11015878819484654
SEQ_048§0.25084028961123295§-0.16316877487651807§-0.16876476644262023§0.0032394766811430368§0.042929221917831904
SEQ_049§0.22941512214593157§-0.06186575988283296§-0.06238089003096706§-0.024097623993882506§-0.07968273777278526
SEQ_050§0.19994914664042834§-0.06768902578971968§-0.028918793252266012§-0.060447387241181476§-0.1115712046174393
SEQ_051§0.2382217822046305§-0.047857998219853544§0.01833009003471832§0.1014414558240419§-0.11632748849380288
SEQ_052§0.21719728884178666§0.07846304290451638§0.08704284530543567§-0.07752301145028717§-0.006196104788583008
SEQ_053§0.18450821280897803§-0.016587028043740848§-0.0764226695026253§-0.04712886281455523§-0.0428528639560829
SEQ_054§0.30712266704678454§0.12424199823750451§0.0922204773691635§-0.028275629244318274§0.1354746588543813
SEQ_055§0.3383291048912138§-0.03352669921943005§0.006076370901331883§0.0070108341191329835§0.23894736217797893
SEQ_056§0.10512037385978895§0.004639396474773724§0.05784591558515762§-0.015383149992179958§-0.03449990391608178
SEQ_057§0.1805659231322177§-0.11724342832535826§-0.07771887276454104§-0.14353121793697973§0.03447210871294519
SEQ_058§0.20821983463404115§-0.10793901366762955§0.024433302814700523§-0.026377879180563703§0.013093406805096642
SEQ_059§0.27414726696302466§0.10832970155309656§0.06040659467751045§-0.10519508086205398§0.07356770801967223
SEQ_060§0.29954986210488876§-0.13851356518275978§-0.08153439606722149§-0.03661664498219717§0.11814700759448778
SEQ_061§0.21592478894786973§0.10315878050534885§0.048044700166165445§-0.056586679495096805§-0.004045125287892045
SEQ_062§0.3227241029025154§0.0512068243843515§0.2450638171102567§-0.1535851006150705§-0.04802203432974454
SEQ_063§0.4361198584729124§-0.10800634219124795§-0.058376175187592624§0.08846651417667699§-0.006961265773185537
SEQ_064§0.228158865197316§0.0242894550498402§0.0007689343520048343§0.025905890316826944§0.09052509866517586
SEQ_065§0.10978733648242514§0.09525079988432805§-0.1480193888959747§-0.15411095480997988§0.03438306014152436
SEQ_066§0.09346509078214711§0.23850664825159235§-0.11629708252049739§-0.1503459641097581§-0.0411192758513106
SEQ_067§0.3525829846411626§-0.01801843686388537§0.09830866317569965§-0.025441091782044466§0.1695707373559505
SEQ_068§0.26805528655472044§0.20755419509532222§-0.2873833581151958§-0.12298465602962654§0.10134510713063939
SEQ_069§0.2484877834227694§0.22378055338611086§-0.1305656602408074§0.07463938339094878§-0.12499530713165272
SEQ_070§0.2470325613712276§-0.010558345994006945§-0.058851755139997956§0.10449933693002053§0.021766220495099617
SEQ_071§0.29672238394376876§0.013529317975497257§0.1308142033328359§0.06009109967843288§0.011983205138608203
SEQ_072§0.2213305367805423§0.03196755504525329§-0.12656794548383765§-0.10179099068065761§0.03293800493180859
SEQ_073§0.30598986710423426§0.00219134014542124§-0.02599920332898058§0.0006391990347038517§-0.000414226795315836
SEQ_074§0.2443780129123436§-0.19705093723997855§-0.1452274600694139§-0.1912241012726689§-0.0016764788857134253
SEQ_075§0.16112191702121037§0.041826213063788205§0.011037601111085092§-0.07710736105339297§-0.05014153473742945
SEQ_076§0.30857413700823116§0.05792945612715581§0.055868739025809605§0.014077118976501223§-0.004094733470442196
SEQ_077§0.248057358375993§0.1989278026502507§-0.08378648869724634§0.011924154282257243§-0.18216737652699522
SEQ_078§0.2800349793122906§0.233436370282415§-0.13428307981692353§-0.115951961657167§0.1484234880950632
SEQ_079§0.2828965354559843§0.12716125281580937§0.019981912407886798§-0.01998356326426289§0.01567305959667761
SEQ_080§0.09475147264044717§0.0017250616152196937§-0.013394788012508598§-0.05489861015952444§0.00757761503028196
SEQ_081§0.28767289373362787§-0.14734810809475324§-0.08397742522436177§0.02993801452417053§-0.10534657754458131
SEQ_082§0.2844289377870029§-0.11994288092811108§-0.05886501428253007§-0.11364845688281824§-0.09301145083370382
SEQ_083§0.3152504536049284§-0.09221533993460261§-0.03842184602902158§-0.0810331710037998§-0.08195812814180163
SEQ_084§0.2887795068857075§0.008026523384100849§0.011513775669641233§0.22349769624084842§0.20390288777304494
SEQ_085§0.22988243045972678§0.10122905097575177§-0.05122465553396089§0.03408642378656196§-0.1976556699652327
SEQ_086§0.1960585528994931§0.17323766201021007§-0.1828393940389962§-0.08830544539916638§-0.0898652355897018
SEQ_087§0.1805230222005756§0.11287544635924175§-0.04444185984797592§-0.009696031095908397§0.05162392868718635
SEQ_088§0.16536949910744347§-0.03154721569428065§-0.032325827988951686§-0.10347983438898915§-0.13718750174403369
SEQ_089§0.13005069616350087§0.1589911277255999§-0.08870977185938578§-0.07609285158655289§0.013041386579397348
SEQ_090§0.2928936089475423§0.05169691721331068§0.1678075458115568§-0.03919324925375942§-0.07409438789217525
SEQ_091§0.2152996564986914§-0.10910657413771153§-0.04298174812934253§0.00410023984411945§0.01124647074824483
SEQ_092§0.2992840927003576§-0.16409089633787025§-0.05486311512067475§0.06366906517890901§-0.003627512758100773
SEQ_093§0.2947874244013503§0.026720147695392292§0.08867223877424874§0.10946440972752597§0.07235780335185975
SEQ_094§0.17420014440725518§0.017838223375981822§0.12972589901244208§0.0221463811194138§-0.10438417174579558
SEQ_095§0.1665934028266808§0.15069126191597623§-0.14411543604535917§-0.1830766727633175§0.007482685866112033
SEQ_096§0.2437625815403106§0.0477761160524678§-0.018268929378280258§0.04744465222622825§0.03194352384475048
SEQ_097§0.3279098926039973§0.00399067066118496§0.054443375933865994§0.19101542648524591§0.062416594593487
SEQ_098§0.19427729280401576§0.04527417128617638§-0.0935411069111455§0.08415648847397708§-0.16549798341506616
SEQ_099§0.2138199782185165§0.08739339898139795§0.1019315303792805§-0.06387551359221823§-0.045029131485914066
SEQ_100§0.40045241806726534§0.06046996792126888§0.2364909678994191§-0.14009500909278308§0.25557379826211685
SEQ_101§0.2659802399428394§-0.042077096875951764§0.019637962248042474§-0.0059015242091788305§-0.10822137785603804
SEQ_102§0.27348556023724563§0.052991020956085676§-0.08050950800933473§0.11580221972119392§0.005477823177832301
SEQ_103§0.2352001618248589§-0.00967708718301558§-0.05151342302137978§-0.09075385344518949§-0.020719636057586897
SEQ_104§0.17420026846828698§-0.005115077936839112§0.022503686110797082§-0.1347555966237427§-0.05273247328392078
SEQ_105§0.32245397399207787§-0.07302261943006756§0.302112654007963§-0.1328196950452861§-0.08077319288980714
SEQ_106§0.20095684319881826§0.024970398557371355§0.08003656377223446§-0.09469654013719779§-0.04983317402501745
SEQ_107§0.34904359066933627§0.042336171077095655§0.20746948116270286§-0.07557604718422528§0.054711219525907996
SEQ_108§0.28196024509130163§-0.07488117647405429§-0.04409632843919706§0.0812606486027007§-0.018241423152024545
SEQ_109§0.2833866436704603§0.09286962255973398§0.036778126935248§0.08426468917063142§0.31160232763457796
SEQ_110§0.2612193488471042§-0.015572454807833815§0.10803832750172038§-0.12067650606913931§-0.16220054590560196
SEQ_111§0.26010567968037096§0.04349917764640704§0.04645457438246966§0.17905569119950063§-0.049547320797378794
SEQ_112§0.30616582619043026§-0.018511770642101955§0.23883785597124735§-0.15755983074036592§0.018211970591944352
SEQ_113§0.19554639918993502§-0.045918269950026916§-0.11747252784156163§0.08239488294773488§-0.04785445490233211
SEQ_114§0.11785051876708681§0.1621669962056328§-0.0764911102716377§0.06329568676270167§-0.17784283861753927
SEQ_115§0.1622773588256003§0.08522558507865474§0.03166727216833644§-0.005190352167872942§-0.035037221108728915
SEQ_116§0.33942685548355256§0.10554499021752999§0.01585637425262476§0.23823767963910997§-0.16390573662339653
SEQ_117§0.1424735279904573§0.03773664974744711§-0.02272800495363469§0.12834171286888277§-0.11502350425764087
SEQ_118§0.2834923674888409§0.08032082961743847§0.06932530873544629§-0.04831728546436623§0.22211003993069903
SEQ_119§0.11429541059634234§0.06027435531822233§0.07716128374156356§-0.07023238483848401§-0.09010658247914403
SEQ_120§0.24407314632627147§0.137461816921899§-0.12016441061353933§0.05213768470075747§-0.13117822709204865
SEQ_121§0.29842403656889943§-0.09190915163771762§0.04743098297493607§0.08206905793986415§-0.016408611624685654
SEQ_122§0.3466598253821919§-0.04063177599458503§0.17082988720443576§-0.15977064008518152§-0.11070146346696258
SEQ_123§0.4308693218320916§0.05035896208470322§0.159015167718522§0.041652274598079894§-0.21835677795943798
SEQ_124§0.2148564627633972§0.019421104967286766§0.09542042816067225§0.04634000076310443§-0.016554944780339045
SEQ_125§0.3105641625242794§-0.2205769845929577§-0.09430508376597324§0.004841693383689044§-0.01304660316901681
SEQ_126§0.2589481807235434§-0.0859755513800223§-0.00472943401767045§-0.0028283014773327377§-0.17001229221822733
SEQ_127§0.1827547387979865§0.00018820929584518944§0.03712466253472098§-0.15317105825744323§0.03263702840195568
SEQ_128§0.09583499725846166§0.11137648590911677§-0.04363223737739466§-0.006281541655684547§-0.06551393961293725
SEQ_129§0.24628240172589014§-5.3498683564817903e-05§0.04251655260640675§-0.06951222817569969§0.20073113611108787
SEQ_130§0.1590545999964201§0.060399892883522446§0.08355626048356897§-0.032576095317950075§0.06223561913937464
SEQ_131§0.19191277809634716§0.025189071713242767§-0.011898320294295099§0.06011840421387835§0.101805353543087
SEQ_132§0.10239907036928186§0.19143780372454725§-0.09096639192065788§-0.03720445807812173§-0.030053343256178266
SEQ_133§0.08895069819562368§0.06987452865953399§-0.06210533466160168§0.0469613988281845§-0.12654219851857534
SEQ_134§0.3878971566924005§-0.042163038531733865§0.23659022882313432§-0.17377157635511287§-0.04741765206820021
SEQ_135§0.21756270805778682§-0.21013810935322758§-0.0673190782764864§0.03889302523711445§-0.00842429888847251
SEQ_136§0.18939025827066297§-0.1390774110342861§-0.07159099854863875§-0.14901358114139102§0.07311097285722261
SEQ_137§0.3708146050493392§0.24241152607574531§-0.18737296903516726§-0.014753343002926802§0.048097478367568676
SEQ_138§0.41158317445606074§0.08871458435594204§0.03814352827479329§0.09562543030209268§0.023221771144759304
SEQ_139§0.10564563800171616§-0.017149881133813195§-0.04143032767956241§-0.09261363030500877§-0.08288616403585804
SEQ_140§0.2333440865138069§0.01735252425945258§-0.024736133505146144§0.02398776959171713§-0.11734957942390935
SEQ_141§0.30573571785712905§-0.056835309147018065§0.15976897831449122§-0.06918185094119703§-0.057534128895979336
SEQ_142§0.2576255497086516§-0.062023324053294436§-0.044283705792801324§0.054058498162409326§-0.05306318136486967
SEQ_143§0.3148642508227303§0.05880399628102248§0.13377531976539483§-0.034799594311254886§-0.12183298761246394
SEQ_144§0.2435932360885649§0.012645572642776246§0.0885645254898003§-0.0831303955220601§0.014244748952963838
SEQ_145§0.3935159850525124§0.03802142374864927§0.1778385671054189§0.011956358350055268§0.1278551607699429
SEQ_146§0.2823641708639377§-0.01579852034068243§0.01101877577147391§0.06421356444922968§0.2412372324298429
SEQ_147§0.17290078224900757§0.1309073226374823§-0.06904199323254619§-0.06161981639416768§0.08994231471302085
SEQ_148§0.20161981745281957§0.06535563931557746§0.06745222508324618§0.08150687891513031§-0.07001740560239546
SEQ_149§0.21482308306271214§-0.05101088570125846§-0.05172764512001098§-0.0687359111966806§-0.05007136669755207
SEQ_150§0.32692470980830246§-0.008926242189568624§0.012954857222957831§0.32549669961526967§-0.005621547814712888
SEQ_151§0.26643573654160013§0.19801570069088117§-0.014026256540723172§-0.04285778852429835§0.09255216270938163
SEQ_152§0.05317862390266928§0.06906807758286042§-0.05952254430568177§0.006186119222483326§-0.0138198923357614
SEQ_153§0.17796530721156925§0.12080993237299781§-0.08603721028691522§0.020036992607423844§-0.04833224987937609
SEQ_154§0.09083050752567484§0.09165544902222689§-0.11484241159609497§-0.11818129129186575§0.014206194169801876
SEQ_155§0.29826091336408506§0.04070207555873884§0.07828988233897866§0.1420145765794694§-0.020915802254051805
SEQ_156§0.224541816444251§-0.01141347753791857§-0.02316949954585213§0.00793905038377712§-0.12637534621886656
SEQ_157§0.41848571324918854§-0.011003061346538903§0.253582506446255§-0.11814771104484686§-0.0277512973986289
SEQ_158§0.1776216931131755§0.09619810410749371§0.05936183412314788§-0.107776440673685§0.021086532306441995
SEQ_159§0.39700816716445547§-0.1483050338198691§-0.16342456019904816§0.1217163583284479§0.15225984013093932
SEQ_160§0.12001642744338757§0.1134699897417332§-0.06683516063480834§0.0591262588779959§-0.1840690806117317
SEQ_161§0.3319310341144699§-0.2211573724546698§0.06573557702918914§-0.14656508407217722§-0.09962930423848955
SEQ_162§0.12308913008112256§-0.021197571911371445§-0.035719985999182066§-0.0951664113929795§0.004103381306090361
SEQ_163§0.2591024730463462§0.17850593796176206§0.028375786216979806§0.017504743316585192§0.21058080093665213
SEQ_164§0.5234501110166055§0.007379282631036728§-0.11192283800254074§0.2917974694302744§-0.018844563472639284
SEQ_165§0.20144471107805192§0.05521157315099737§-0.04568588644060702§-0.019429742690564213§0.009750044579663168
SEQ_166§0.3589104666714582§0.10166606067722912§0.05967434451063136§0.20869137970349896§-0.036463368205093626
SEQ_167§0.25353483454249515§0.09357923907008878§0.023048275464646238§0.011685648429388892§-0.040990441130548644
SEQ_168§0.281202608973628§-0.015786725849580047§0.07910675621324176§-0.06985190398501213§0.09697989947221809
SEQ_169§0.20304748133128508§-0.09022614271042116§0.00011063781587724141§-0.02157877688703991§-0.064719673476354
SEQ_170§0.24921856689798844§0.017563134948965272§0.007083959074914221§0.07962399409830012§0.14565316272692275
SEQ_171§0.13268774014971535§0.11275987893634852§0.00153608902453376§0.014102934138165837§0.13205914644585368
SEQ_172§0.13741920060608448§0.15592674784757168§-0.17487042448765897§-0.16675366566912506§0.10205507355689661
SEQ_173§0.22552846303054155§-0.08335875076197728§0.03646311324198265§0.1246353684572775§-0.0632814723793247
SEQ_174§0.21850326075937634§0.19716089598543615§-0.07275483941068323§-0.014438141354448798§-0.06907322296066959
SEQ_175§0.214819033791352§0.006332932165943882§0.02159271260419337§-0.07570982807045545§-0.009971330310900459
SEQ_176§0.2067990809016078§-0.020603230576616026§-0.030353722981389348§-0.03114229603368641§-0.012556493671972493
SEQ_177§0.2845805480052297§-0.016561989172279436§-0.0528658622058347§0.036754751648081105§-0.015129351246903648
SEQ_178§0.20457449098911554§-0.1199061215393775§-0.014879144160684102§0.02140581303399394§-0.07814716836309007
SEQ_179§0.2273313012434876§0.14080878982831269§-0.1379477498844893§-0.0851214620600878§-0.023446712243246234
SEQ_180§0.2648848043838927§-0.02885124920013167§0.16946138523971935§-0.02826359470354188§-0.09345346921502373
SEQ_181§0.2299722390730616§-0.11321645961610903§-0.09688739950649301§-0.02321023629906344§0.029829320071550224
SEQ_182§0.18999583499303682§0.0652361222276741§-0.008426206052876417§-0.052829003921972935§-0.04476496465160866
SEQ_183§0.2762656199339031§0.033305459298709185§0.15953897935458283§-0.0989395180367172§-0.07709373181313804
SEQ_184§0.2410104946250256§0.17013912517027877§-0.09320562378748393§0.004916876637037351§-0.12320876487788057
SEQ_185§0.24475528102763544§0.04308804420421435§-0.1414631721621901§0.06906310116991739§-0.030311031433802833
SEQ_186§0.3338545513270783§0.014498280011710721§0.14989350543970587§0.0016223943187614741§0.011709721197680418
SEQ_187§0.2827676532393503§0.02275337834666619§-0.07879789362683363§0.2738923661237507§-0.0935428987222626
SEQ_188§0.30026371524688933§0.14007692507076933§-0.04393962916750653§0.09894029704243824§-0.03493528292617729
SEQ_189§0.2404195469198636§0.02436404563023162§0.06753354469611542§0.023915451891528657§0.15063802290705214
SEQ_190§0.21026101398004873§0.03649631680728049§-0.007429472762751331§0.032069818989012955§-0.0398924872474111
SEQ_191§0.09126411052786162§0.12521923550849592§-0.003433290295070605§-0.08805754171919193§0.19037327693502243
SEQ_192§0.24730663876062406§0.11135141491279603§-0.0655040042407821§-0.007478132864519888§0.05978069304255006
SEQ_193§0.18141434868696804§0.020406745171958653§-0.03375835124310422§-0.04009600950561124§0.05702752529472745
SEQ_194§0.27182392327211113§0.09005231461776787§0.005896478650442902§0.06755495523754915§0.04169135875088702
SEQ_195§0.3359666170424841§-0.0342283498764986§0.1706425733646794§-0.1569179001632366§-0.13376993284549632
SEQ_196§0.29576530424064923§-0.03381786889052681§-0.13081494355069512§0.04083632151203569§0.12878075469753736
SEQ_197§0.25135615751993956§0.07762009437156996§0.1094311229091042§-0.0234890065556273§-0.006621383708623193
SEQ_198§0.3650805318272905§0.05780944049161676§0.021571194994359638§0.15270765167850878§-0.05823119720141612
SEQ_199§0.28479377233484693§0.07145218940383027§-0.00650036639382658§0.10588912546886084§-0.19691880476064805
SEQ_200§0.23921470129701772§0.11428043151148026§-0.054812654711926694§0.019081870072278254§-0.03622808705494483
SEQ_201§0.1988315934257756§0.13198255904686043§-0.1574410140979734§-0.07927509567145792§0.18392918256624843
SEQ_202§0.20334092287944142§0.250524419862622§-0.12566146235775238§0.04241608292839933§-0.14460447823195038
SEQ_203§0.29506597463843964§0.05606860107699679§-0.11302179487167084§0.03097223419869614§-0.17111161975823735
SEQ_204§0.21501423442689954§-0.0635216176151449§0.06848800736707035§-0.1012190523144092§-0.1430048105614653
SEQ_205§0.19373611724838294§0.0912814644016168§0.02988317543340668§-0.015713460962575015§-0.018280923991234845
SEQ_206§0.3027980302967761§-0.10016898209511971§0.0069932967362485625§0.10619520559061582§-0.11701411736505853
SEQ_207§0.22665359427993675§0.08449463431714403§-0.07923786179736969§0.0681205712002727§-0.18748929103413547
SEQ_208§0.284771073247487§0.08769350030436944§-0.03473073017123131§0.09106394825260003§0.06368812899217875
SEQ_209§0.2715576800620787§-0.2023650825320088§-0.005784740978860016§-0.08314061166969552§-0.0704103348070656
SEQ_210§0.19693083426358926§0.10481741026139672§-0.025224334773239206§0.0012155926595263026§-0.043879347905629425
SEQ_211§0.28064832355277447§-0.039144140407619744§0.05837135084468393§0.05843235703865341§-0.0014429066770800184
SEQ_212§0.2224749784632369§-0.14496589252868788§-0.04954663705507295§0.06337518908351338§0.06020959040137519
SEQ_213§0.17560470585893437§0.17251133180840036§-0.08641546640652578§-0.08190824690077322§0.029384016496800638
SEQ_214§0.12642411486651034§-0.0739361687589557§-0.05245448074913067§-0.03470154048028954§-0.04455773348768157
SEQ_215§0.19393893631068293§-0.09975391526726332§-0.08625891591121536§0.014413695397531814§0.03177085933779423
SEQ_216§0.13917314219523202§0.09158266981047929§-0.055982778290377955§-0.0951063192557341§0.03486978466503101
SEQ_217§0.3039034180843587§0.027674272289303452§0.05676764739011878§0.19407552855927118§0.12709814340252043
SEQ_218§0.12668536895288487§0.1419804484997811§-0.08257952155227098§0.11014778663715044§-0.18279430885208192
SEQ_219§0.5273709658680046§-0.05624953913182798§-0.06396561227101524§-0.003950201177695327§0.20143320828660385
SEQ_220§0.23451988096620002§0.15769964336475656§-0.09956799311974285§-0.01763839570766274§-0.05800095018458191
SEQ_221§0.3544681928590266§0.061620913872097526§0.06438415026647558§-0.07246038202709267§0.038188725656946074
SEQ_222§0.4095704918525553§-0.021998216611495487§0.18488278281881923§-0.12658879382105634§0.07140741276141543
SEQ_223§0.336159552430766§-0.013407476525586996§0.1959630923475883§0.05390219094298324§0.09042978782598024
SEQ_224§0.2628852514306831§0.06360633281032806§-0.03606564074670136§0.08140743492087987§0.02074063455493886
SEQ_225§0.2914791384264799§-0.17059762331207404§-0.08576023735455858§-0.014507355897916624§-0.08513327399763754
SEQ_226§0.18102196204372703§0.016989226605774736§0.14540078120605937§-0.083573269489537§-0.02408076732533839
SEQ_227§0.30488656116992646§-0.023136995042182765§0.031715769618233795§0.17902184123526133§0.028445363145780417
SEQ_228§0.28236269501273653§-0.0855912293238353§0.07890382361688801§0.004072571545439428§0.0032229206823399825
SEQ_229§0.20797437745268443§-0.19350203037574795§-0.1264283826781247§0.0277288045989767§-0.0596716264348819
SEQ_230§0.12328088905012799§0.22992549139202292§-0.14099906605039542§-0.21424829049221147§0.040786159740828505
SEQ_231§0.23646232449539173§-0.07790966781144418§-0.034169021303638934§-0.04298507579415659§0.16075080785935375
SEQ_232§0.21165196447861404§0.1458795971156453§0.04556867728429982§0.09451505557479434§-0.04740496263177591
SEQ_233§0.2846710174348774§0.025506911236338175§0.0495135327938863§-0.009493149869550894§0.19212771708083623
SEQ_234§0.23198911178331977§-0.20787403700107732§-0.16853397426644345§-0.15446048679130508§-0.025763207260203348
SEQ_235§0.34849354216572975§0.10786331319205031§0.019594423823870923§0.13009602383870422§0.028685142131368527
SEQ_236§0.20302167859628278§0.05671350677007415§-0.006995774826644615§0.08913076353429712§0.06983949777790911
SEQ_237§0.16273105247423322§-0.18188040268687852§-0.11048911422902119§-0.054738091175708485§-0.040884929139618796
SEQ_238§0.24153394461732436§-0.11592973305872092§-0.08592293667265717§-0.03438601703831667§-0.09294070069796895
SEQ_239§0.247384980360648§0.05600234525889798§-0.06305517073670538§-0.054129854877138645§-0.13290345307446919
SEQ_240§0.4360184613960206§-0.16433867810812897§-0.04642170298740602§0.016237272114982798§0.018210726635144642
SEQ_241§0.3901118609912277§-0.04366412707203461§-0.05583172219609839§-0.0946239158077784§0.07355764333165889
SEQ_242§0.2811926009356316§0.020829270957235187§0.20319374359900294§-0.11032729752475161§0.0113606745794575
SEQ_243§0.1743790808898531§0.15143739428202838§-0.047984776881827756§-0.0762455378598575§-0.10085594337639296
SEQ_244§0.260112814627781§0.10269090749489511§0.17965445070620856§-0.06174594397042006§0.03951911393985751
SEQ_245§0.1508080156380085§0.0008192161411423601§-0.010826863630753143§-0.08979336330706436§-0.028460925732867393
SEQ_246§0.179833270820253§-0.028598475310818574§0.006069912562663252§0.08974561636130825§-0.10950962454394618
SEQ_247§0.08915325831417509§0.04430292283111794§-0.0440667571115477§-0.05521432764097417§0.007182049725279527
SEQ_248§0.25015373845418737§-0.04046820791862992§-0.057488982510672415§0.02737003493674428§0.020819194577951186
SEQ_249§0.274035811133818§0.007157915753131081§0.13286110028920547§0.059689141570595745§0.08337258378630225
SEQ_250§0.25872037085413885§0.0804172424066367§0.02528411425186094§0.16884557192481361§0.06230735889807242
SEQ_251§0.21177715857504284§-0.037520955083917035§0.13744559701635883§-0.1530317864078356§-0.016257958802441155
SEQ_252§0.21972802247564552§0.050860050742334975§-0.0023771721082135144§0.12663175473200947§-0.0233977416606424
SEQ_253§0.2756630467284534§-0.043014467932814736§-0.0759155019564656§0.19604443866706192§0.07257672597431856
SEQ_254§0.23601780243862744§0.16703410352559314§0.01135131832020155§-0.01600549890387054§0.02052593254198262
SEQ_255§0.19648335453591098§-0.041165396297273664§-0.03539963656756645§-0.06249172432115056§0.015121922192779802
SEQ_256§0.15592346992766903§0.09756634080836017§-0.06783564943298132§0.008527408549729588§-0.054499158337345616
SEQ_257§0.1954984054797122§0.004623334067831379§0.07449993515257487§0.04882371534121921§0.020527624205002856
